Channel,User,Ts,Year,Month,Day,Hour,Minute,Second
general,U2WQ03HBJ,1479896334.000022,70,0,0,4,4,56
general,U35MB0RS7,1480949974.000002,70,0,0,4,22,29
general,U35MB0RS7,1480949987.000004,70,0,0,4,22,29
general,U35MB0RS7,1480950025.000005,70,0,0,4,22,30
general,U35MB0RS7,1481089904.000002,70,0,0,4,24,49
general,U35S0KGF7,1485334827.000002,70,0,0,5,35,34
general,U2WQ03HBJ,1485335247.000003,70,0,0,5,35,35
general,U35S0KGF7,1485335662.000004,70,0,0,5,35,35
general,U2WQ03HBJ,1485536875.000002,70,0,0,5,38,56
general,U35MB0RS7,1485547807.000004,70,0,0,5,39,7
general,U35MB0RS7,1485547899.000005,70,0,0,5,39,7
general,U2WQ03HBJ,1485598895.000002,70,0,0,5,39,58
general,U7D1PDTKQ,1506970770.000597,70,0,0,11,36,10
general,U7C2YBD7D,1506971227.000158,70,0,0,11,36,11
general,U7BMUSDTJ,1507006599.000164,70,0,0,11,36,46
general,U7BS22HB3,1507009530.000120,70,0,0,11,36,49
general,U7CC9DP98,1507013030.000221,70,0,0,11,36,53
general,U7DET4PSP,1507151295.000655,70,0,0,11,39,11
general,U7G52NFN2,1507531283.000141,70,0,0,11,45,31
general,U2XFGAC57,1507533056.000239,70,0,0,11,45,33
general,U2XFGAC57,1507534126.000162,70,0,0,11,45,34
general,U2XFGAC57,1507534372.000155,70,0,0,11,45,34
general,U2XFGAC57,1507534621.000215,70,0,0,11,45,34
general,U7G52NFN2,1507537792.000164,70,0,0,11,45,37
general,U7BS22HB3,1507711987.000007,70,0,0,11,48,31
general,U7C2YBD7D,1507724930.000155,70,0,0,11,48,44
general,U2WQ03HBJ,1507726850.000598,70,0,0,11,48,46
general,U7BS22HB3,1507748269.000385,70,0,0,11,49,8
general,U7BS22HB3,1508061440.000028,70,0,0,11,54,21
general,U7C2YBD7D,1508096077.000034,70,0,0,11,54,56
general,U7DET4PSP,1508096133.000022,70,0,0,11,54,56
general,U7C2YBD7D,1508096143.000044,70,0,0,11,54,56
general,U7C2YBD7D,1508096162.000055,70,0,0,11,54,56
general,U7D1PDTKQ,1508135264.000249,70,0,0,11,55,35
general,U7C2YBD7D,1508137906.000052,70,0,0,11,55,37
general,U2WQ03HBJ,1508139054.000103,70,0,0,11,55,39
general,U2WQ03HBJ,1508139069.000080,70,0,0,11,55,39
general,U7C2YBD7D,1508158186.000149,70,0,0,11,55,58
general,U7C2YBD7D,1508158673.000360,70,0,0,11,55,58
general,U2WQ03HBJ,1508158709.000600,70,0,0,11,55,58
general,U7G52NFN2,1508180501.000518,70,0,0,11,56,20
general,U7CC9DP98,1508241266.000128,70,0,0,11,57,21
general,U7C2YBD7D,1508247517.000156,70,0,0,11,57,27
general,U7C2YBD7D,1508247596.000095,70,0,0,11,57,27
general,U35MB0RS7,1508250281.000296,70,0,0,11,57,30
general,U2WQ03HBJ,1508251883.000262,70,0,0,11,57,31
general,U2WQ03HBJ,1508251939.000379,70,0,0,11,57,31
general,U7C2YBD7D,1508315785.000187,70,0,0,11,58,35
general,U7C2YBD7D,1508315804.000099,70,0,0,11,58,35
general,U2WQ03HBJ,1508316268.000114,70,0,0,11,58,36
general,U2XFGAC57,1508330684.000354,70,0,0,11,58,50
general,U2XFGAC57,1508330766.000332,70,0,0,11,58,50
general,U2WQ03HBJ,1508330953.000199,70,0,0,11,58,50
general,U2XFGAC57,1508331070.000444,70,0,0,11,58,51
general,U2XFGAC57,1508331161.000318,70,0,0,11,58,51
general,U2XFGAC57,1508331184.000632,70,0,0,11,58,51
general,U2XFGAC57,1508331396.000250,70,0,0,11,58,51
general,U7C2YBD7D,1508401285.000402,70,0,0,12,0,1
general,U7C2YBD7D,1508401357.000306,70,0,0,12,0,1
general,U7C2YBD7D,1508401401.000052,70,0,0,12,0,1
general,U7CC9DP98,1508402334.000304,70,0,0,12,0,2
general,U7CC9DP98,1508402552.000255,70,0,0,12,0,2
general,U7C2YBD7D,1508403027.000312,70,0,0,12,0,3
general,U7C2YBD7D,1508441885.000635,70,0,0,12,0,41
general,U7DET4PSP,1508442346.000093,70,0,0,12,0,42
general,U7C2YBD7D,1508443710.000091,70,0,0,12,0,43
general,U7C2YBD7D,1508444606.000136,70,0,0,12,0,44
general,U7DET4PSP,1508445396.000039,70,0,0,12,0,45
general,U7C2YBD7D,1508446227.000528,70,0,0,12,0,46
general,U7D1PDTKQ,1508496350.000321,70,0,0,12,1,36
general,U7BMUSDTJ,1508502268.000287,70,0,0,12,1,42
general,U7DET4PSP,1508502793.000198,70,0,0,12,1,42
general,U2WQ03HBJ,1508515078.000446,70,0,0,12,1,55
general,U7G52NFN2,1508707265.000028,70,0,0,12,5,7
general,U7CC9DP98,1508741491.000219,70,0,0,12,5,41
general,U7CC9DP98,1508741581.000128,70,0,0,12,5,41
general,U7G52NFN2,1508760867.000311,70,0,0,12,6,0
general,U2WQ03HBJ,1508761095.000338,70,0,0,12,6,1
general,U2WQ03HBJ,1508761118.000239,70,0,0,12,6,1
general,U7C2YBD7D,1508771302.000435,70,0,0,12,6,11
general,U7DET4PSP,1508771478.000170,70,0,0,12,6,11
general,U7C2YBD7D,1508793325.000431,70,0,0,12,6,33
general,U7C2YBD7D,1508793475.000231,70,0,0,12,6,33
general,U7CC9DP98,1508835874.000038,70,0,0,12,7,15
general,U2WQ03HBJ,1508835955.000408,70,0,0,12,7,15
general,U2WQ03HBJ,1508835994.000382,70,0,0,12,7,15
general,U7CC9DP98,1508836148.000335,70,0,0,12,7,16
general,U2WQ03HBJ,1508836181.000145,70,0,0,12,7,16
general,U7CC9DP98,1508910216.000115,70,0,0,12,8,30
general,U7BS22HB3,1508910365.000199,70,0,0,12,8,30
general,U7G52NFN2,1508911006.000051,70,0,0,12,8,31
general,U7C2YBD7D,1508911047.000019,70,0,0,12,8,31
general,U7C2YBD7D,1508911114.000061,70,0,0,12,8,31
general,U7BS22HB3,1508911381.000080,70,0,0,12,8,31
general,U7BS22HB3,1508912774.000096,70,0,0,12,8,32
general,U7DET4PSP,1508914051.000103,70,0,0,12,8,34
general,U7BMUSDTJ,1508956802.000685,70,0,0,12,9,16
general,U7PUGSSMR,1508966906.000109,70,0,0,12,9,26
general,U7C2YBD7D,1509091086.000215,70,0,0,12,11,31
general,U7C2YBD7D,1509091097.000166,70,0,0,12,11,31
general,U7C2YBD7D,1509091132.000357,70,0,0,12,11,31
general,U7PUGSSMR,1509091434.000113,70,0,0,12,11,31
general,U7C2YBD7D,1509091631.000359,70,0,0,12,11,31
general,U7C2YBD7D,1509097713.000474,70,0,0,12,11,37
general,U7C2YBD7D,1509097731.000055,70,0,0,12,11,37
general,U7C2YBD7D,1509339728.000028,70,0,0,12,15,39
general,U7PUGSSMR,1509346556.000091,70,0,0,12,15,46
general,U7C2YBD7D,1509694219.000082,70,0,0,12,21,34
general,U7C2YBD7D,1509694222.000143,70,0,0,12,21,34
general,U7C2YBD7D,1509694224.000107,70,0,0,12,21,34
general,U7C2YBD7D,1509911175.000070,70,0,0,12,25,11
general,U2WQ03HBJ,1509953743.000042,70,0,0,12,25,53
general,U7C2YBD7D,1509982572.000435,70,0,0,12,26,22
general,U7C2YBD7D,1509982587.000010,70,0,0,12,26,22
general,U7PUGSSMR,1510559924.000161,70,0,0,12,35,59
general,U7DET4PSP,1510564555.000468,70,0,0,12,36,4
general,U7C2YBD7D,1511106928.000084,70,0,0,12,45,6
general,U7C2YBD7D,1511106931.000043,70,0,0,12,45,6
general,U7C2YBD7D,1511106973.000027,70,0,0,12,45,6
general,U7C2YBD7D,1511106975.000086,70,0,0,12,45,6
general,U7C2YBD7D,1511106982.000016,70,0,0,12,45,6
general,U7G52NFN2,1511113231.000032,70,0,0,12,45,13
general,U35S0KGF7,1511162019.000287,70,0,0,12,46,2
general,U7C2YBD7D,1511162341.000015,70,0,0,12,46,2
general,U7CC9DP98,1511359586.000267,70,0,0,12,49,19
general,U7G52NFN2,1511359713.000297,70,0,0,12,49,19
general,U7BMUSDTJ,1511360889.000416,70,0,0,12,49,20
general,U7DET4PSP,1511363455.000342,70,0,0,12,49,23
general,U7C2YBD7D,1511368123.000037,70,0,0,12,49,28
general,U7DET4PSP,1511368850.000526,70,0,0,12,49,28
general,U7DET4PSP,1511369689.000465,70,0,0,12,49,29
general,U7C2YBD7D,1511370298.000079,70,0,0,12,49,30
general,U7DET4PSP,1511370311.000647,70,0,0,12,49,30
general,U7C2YBD7D,1511443800.000061,70,0,0,12,50,43
general,U7G52NFN2,1511443840.000001,70,0,0,12,50,43
general,U7BMUSDTJ,1511443860.000243,70,0,0,12,50,43
general,U7C2YBD7D,1511443942.000535,70,0,0,12,50,43
general,U7C2YBD7D,1511443961.000021,70,0,0,12,50,43
general,U7C2YBD7D,1511444435.000182,70,0,0,12,50,44
general,U7C2YBD7D,1511444438.000109,70,0,0,12,50,44
general,U7C2YBD7D,1511444438.000152,70,0,0,12,50,44
general,U7G52NFN2,1511445722.000102,70,0,0,12,50,45
general,U7G52NFN2,1511445747.000290,70,0,0,12,50,45
general,U7DET4PSP,1511458782.000191,70,0,0,12,50,58
general,U7G52NFN2,1511520667.000157,70,0,0,12,52,0
general,U2WQ03HBJ,1511520680.000350,70,0,0,12,52,0
general,U7G52NFN2,1511520980.000188,70,0,0,12,52,0
general,U2WQ03HBJ,1511521703.000335,70,0,0,12,52,1
general,U7C2YBD7D,1511711167.000048,70,0,0,12,55,11
general,U7C2YBD7D,1511711170.000068,70,0,0,12,55,11
general,U7C2YBD7D,1511711205.000006,70,0,0,12,55,11
general,U7CC9DP98,1511788307.000174,70,0,0,12,56,28
general,U7C2YBD7D,1511804761.000636,70,0,0,12,56,44
general,U7C2YBD7D,1511804773.000322,70,0,0,12,56,44
general,U7C2YBD7D,1511851241.000074,70,0,0,12,57,31
general,U7CC9DP98,1511851449.000093,70,0,0,12,57,31
general,U7C2YBD7D,1511854288.000183,70,0,0,12,57,34
general,U2WQ03HBJ,1511854549.000324,70,0,0,12,57,34
general,U2WQ03HBJ,1511854716.000136,70,0,0,12,57,34
general,U7CC9DP98,1511891347.000207,70,0,0,12,58,11
general,U7C2YBD7D,1511891425.000855,70,0,0,12,58,11
general,U7C2YBD7D,1511891432.000384,70,0,0,12,58,11
general,U7C2YBD7D,1512052061.000551,70,0,0,13,0,52
general,U7DET4PSP,1512052643.000055,70,0,0,13,0,52
general,U7DET4PSP,1512052653.000304,70,0,0,13,0,52
general,U7C2YBD7D,1512052719.000181,70,0,0,13,0,52
general,U7DET4PSP,1512053234.000416,70,0,0,13,0,53
general,U35MB0RS7,1512061719.000298,70,0,0,13,1,1
general,U35MB0RS7,1512061728.000444,70,0,0,13,1,1
general,U35MB0RS7,1512061795.000664,70,0,0,13,1,1
general,U7CC9DP98,1512070954.000422,70,0,0,13,1,10
general,U7G52NFN2,1512370974.000163,70,0,0,13,6,10
general,U7PUGSSMR,1512371477.000025,70,0,0,13,6,11
general,U7C2YBD7D,1512407750.000012,70,0,0,13,6,47
general,U7C2YBD7D,1512407768.000224,70,0,0,13,6,47
general,U7C2YBD7D,1512407773.000655,70,0,0,13,6,47
general,U2WQ03HBJ,1512408228.000267,70,0,0,13,6,48
general,U2WQ03HBJ,1512408359.000647,70,0,0,13,6,48
general,U7C2YBD7D,1512408395.000012,70,0,0,13,6,48
general,U2WQ03HBJ,1512408404.000355,70,0,0,13,6,48
general,U7C2YBD7D,1512408414.000435,70,0,0,13,6,48
general,U7DET4PSP,1512411226.000343,70,0,0,13,6,51
general,U7G52NFN2,1512470784.000223,70,0,0,13,7,50
general,U7DET4PSP,1512474295.000440,70,0,0,13,7,54
general,U7DET4PSP,1512474315.000175,70,0,0,13,7,54
general,U7CC9DP98,1512479741.000141,70,0,0,13,7,59
general,U7G52NFN2,1512479782.000160,70,0,0,13,7,59
general,U7C2YBD7D,1512549804.000125,70,0,0,13,9,9
general,U7C2YBD7D,1512549915.000013,70,0,0,13,9,9
general,U7C2YBD7D,1512549953.000444,70,0,0,13,9,9
general,U7C2YBD7D,1512549972.000390,70,0,0,13,9,9
general,U7C2YBD7D,1512550042.000280,70,0,0,13,9,10
general,U7G52NFN2,1512550345.000061,70,0,0,13,9,10
general,U2WQ03HBJ,1512550423.000224,70,0,0,13,9,10
general,U2WQ03HBJ,1512550495.000055,70,0,0,13,9,10
general,U7C2YBD7D,1512550543.000178,70,0,0,13,9,10
general,U7C2YBD7D,1512550627.000483,70,0,0,13,9,10
general,U7C2YBD7D,1512550934.000367,70,0,0,13,9,10
general,U7C2YBD7D,1512550955.000319,70,0,0,13,9,10
general,U7C2YBD7D,1512661971.000052,70,0,0,13,11,1
general,U7G52NFN2,1512665616.000778,70,0,0,13,11,5
general,U7G52NFN2,1512665916.000499,70,0,0,13,11,5
general,U7C2YBD7D,1512668756.000511,70,0,0,13,11,8
general,U7DET4PSP,1512684202.000064,70,0,0,13,11,24
general,U7CC9DP98,1512720340.000293,70,0,0,13,12,0
general,U7C2YBD7D,1512728968.000142,70,0,0,13,12,8
general,U7C2YBD7D,1512728977.000337,70,0,0,13,12,8
general,U7DET4PSP,1512729078.000350,70,0,0,13,12,9
general,U7BMUSDTJ,1512729184.000235,70,0,0,13,12,9
general,U7C2YBD7D,1512752420.000668,70,0,0,13,12,32
general,U7DET4PSP,1512756170.000184,70,0,0,13,12,36
general,U7CC9DP98,1512976393.000012,70,0,0,13,16,16
general,U7C2YBD7D,1513017203.000031,70,0,0,13,16,57
general,U7C2YBD7D,1513017595.000172,70,0,0,13,16,57
general,U7C2YBD7D,1513019820.000501,70,0,0,13,16,59
general,U2WQ03HBJ,1513022365.000062,70,0,0,13,17,2
general,U7CC9DP98,1513060846.000037,70,0,0,13,17,40
general,U7CC9DP98,1513060960.000186,70,0,0,13,17,40
general,U7C2YBD7D,1513062909.000064,70,0,0,13,17,42
general,U7C2YBD7D,1513066350.000095,70,0,0,13,17,46
general,U7C2YBD7D,1513066364.000196,70,0,0,13,17,46
general,U2WQ03HBJ,1513069286.000426,70,0,0,13,17,49
general,U7CC9DP98,1513102830.000025,70,0,0,13,18,22
general,U7C2YBD7D,1513103958.000147,70,0,0,13,18,23
general,U7C2YBD7D,1513104000.000298,70,0,0,13,18,24
general,U7C2YBD7D,1513104203.000271,70,0,0,13,18,24
general,U7DET4PSP,1513105396.000226,70,0,0,13,18,25
general,U7CC9DP98,1513107433.000268,70,0,0,13,18,27
general,U7BS22HB3,1513144831.000165,70,0,0,13,19,4
general,U7CC9DP98,1513144991.000062,70,0,0,13,19,4
general,U7BS22HB3,1513145481.000034,70,0,0,13,19,5
general,U7CC9DP98,1513145591.000098,70,0,0,13,19,5
general,U7BS22HB3,1513145746.000062,70,0,0,13,19,5
general,U7C2YBD7D,1513321789.000068,70,0,0,13,22,1
general,U7G52NFN2,1513321859.000209,70,0,0,13,22,1
general,U7C2YBD7D,1513344453.000297,70,0,0,13,22,24
general,U7C2YBD7D,1513344650.000277,70,0,0,13,22,24
general,U7C2YBD7D,1513344717.000147,70,0,0,13,22,24
general,U7G52NFN2,1513348099.000164,70,0,0,13,22,28
general,U7DET4PSP,1513356902.000376,70,0,0,13,22,36
general,U7CC9DP98,1513614666.000725,70,0,0,13,26,54
general,U7C2YBD7D,1513618654.000372,70,0,0,13,26,58
general,U7C2YBD7D,1513618704.000731,70,0,0,13,26,58
general,U7C2YBD7D,1513845150.000272,70,0,0,13,30,45
general,U7CC9DP98,1513845173.000386,70,0,0,13,30,45
general,U7C2YBD7D,1513845287.000252,70,0,0,13,30,45
general,U7C2YBD7D,1513845357.000027,70,0,0,13,30,45
general,U7C2YBD7D,1513845493.000119,70,0,0,13,30,45
general,U7C2YBD7D,1513845743.000161,70,0,0,13,30,45
general,U7BMUSDTJ,1513845968.000375,70,0,0,13,30,45
general,U7C2YBD7D,1513847040.000478,70,0,0,13,30,47
general,U7C2YBD7D,1513847127.000207,70,0,0,13,30,47
general,U7C2YBD7D,1513847170.000164,70,0,0,13,30,47
general,U7C2YBD7D,1513847220.000361,70,0,0,13,30,47
general,U7DET4PSP,1513848316.000071,70,0,0,13,30,48
general,U7C2YBD7D,1513848415.000128,70,0,0,13,30,48
general,U7C2YBD7D,1513848456.000252,70,0,0,13,30,48
general,U7CC9DP98,1513853366.000051,70,0,0,13,30,53
general,U7CC9DP98,1513853399.000166,70,0,0,13,30,53
general,U7DET4PSP,1513876214.000164,70,0,0,13,31,16
general,U7DET4PSP,1513876215.000234,70,0,0,13,31,16
general,U7C2YBD7D,1513880078.000083,70,0,0,13,31,20
general,U7C2YBD7D,1513880093.000280,70,0,0,13,31,20
general,null,1513880472.000580,70,0,0,13,31,20
general,U7G52NFN2,1513880631.000651,70,0,0,13,31,20
general,U7C2YBD7D,1513937321.000096,70,0,0,13,32,17
general,U7C2YBD7D,1513937450.000086,70,0,0,13,32,17
general,U7C2YBD7D,1513937468.000081,70,0,0,13,32,17
general,U7CC9DP98,1515397559.000039,70,0,0,13,56,37
general,U7G52NFN2,1515399543.000056,70,0,0,13,56,39
general,U7CC9DP98,1515399760.000002,70,0,0,13,56,39
general,U7PUGSSMR,1515512876.000291,70,0,0,13,58,32
general,U7C2YBD7D,1515513632.000688,70,0,0,13,58,33
general,U7C2YBD7D,1515670145.000010,70,0,0,14,1,10
general,U7C2YBD7D,1515670341.000075,70,0,0,14,1,10
general,U7DET4PSP,1515670530.000437,70,0,0,14,1,10
general,U7C2YBD7D,1515670581.000180,70,0,0,14,1,10
general,U7C2YBD7D,1515671199.000031,70,0,0,14,1,11
general,U7C2YBD7D,1515671612.000155,70,0,0,14,1,11
general,U7C2YBD7D,1515671615.000103,70,0,0,14,1,11
general,U7C2YBD7D,1515671644.000220,70,0,0,14,1,11
general,U7DET4PSP,1515672018.000041,70,0,0,14,1,12
general,U7BMUSDTJ,1515672957.000365,70,0,0,14,1,12
general,U7G52NFN2,1515697047.000170,70,0,0,14,1,37
general,U7G52NFN2,1515697048.000371,70,0,0,14,1,37
general,U7G52NFN2,1515702378.000350,70,0,0,14,1,42
general,U7C2YBD7D,1515706815.000459,70,0,0,14,1,46
general,U7C2YBD7D,1515706824.000492,70,0,0,14,1,46
general,U7C2YBD7D,1515706928.000487,70,0,0,14,1,46
general,U7G52NFN2,1515709349.000018,70,0,0,14,1,49
general,U7G52NFN2,1515709355.000070,70,0,0,14,1,49
general,U7C2YBD7D,1515761935.000247,70,0,0,14,2,41
general,U7C2YBD7D,1515761943.000373,70,0,0,14,2,41
general,U7DET4PSP,1515762055.000359,70,0,0,14,2,42
general,U7CC9DP98,1515763095.000449,70,0,0,14,2,43
general,U7G52NFN2,1515763167.000300,70,0,0,14,2,43
general,U7CC9DP98,1515763763.000511,70,0,0,14,2,43
general,U7CC9DP98,1515764166.000281,70,0,0,14,2,44
general,U7BS22HB3,1515957054.000015,70,0,0,14,5,57
general,U7C2YBD7D,1515958350.000082,70,0,0,14,5,58
general,null,1515959700.000086,70,0,0,14,5,59
general,U7BS22HB3,1515996979.000141,70,0,0,14,6,36
general,U7C2YBD7D,1516046277.000335,70,0,0,14,7,26
general,U7C2YBD7D,1516046284.000202,70,0,0,14,7,26
general,U7C2YBD7D,1516350561.000001,70,0,0,14,12,30
general,U7BMUSDTJ,1516351921.000460,70,0,0,14,12,31
general,U8XDG394P,1516611294.000033,70,0,0,14,16,51
general,U7C2YBD7D,1516641236.000072,70,0,0,14,17,21
general,U7C2YBD7D,1516641239.000681,70,0,0,14,17,21
general,U7C2YBD7D,1516641284.000456,70,0,0,14,17,21
general,U2WQ03HBJ,1516641340.000597,70,0,0,14,17,21
general,U7C2YBD7D,1516641674.000283,70,0,0,14,17,21
general,U7C2YBD7D,1516641686.000085,70,0,0,14,17,21
general,U7C2YBD7D,1516641716.000488,70,0,0,14,17,21
general,U7G52NFN2,1516641820.000834,70,0,0,14,17,21
general,U7C2YBD7D,1516819579.000136,70,0,0,14,20,19
general,U7C2YBD7D,1516819684.000118,70,0,0,14,20,19
general,U7C2YBD7D,1516819688.000070,70,0,0,14,20,19
general,U7C2YBD7D,1516819731.000333,70,0,0,14,20,19
general,U7C2YBD7D,1516819739.000521,70,0,0,14,20,19
general,U7BMUSDTJ,1516819753.000739,70,0,0,14,20,19
general,U7DET4PSP,1516819846.000510,70,0,0,14,20,19
general,U7DET4PSP,1516820270.000359,70,0,0,14,20,20
general,U7DET4PSP,1516820277.000864,70,0,0,14,20,20
general,U7DET4PSP,1516820306.000903,70,0,0,14,20,20
general,U7C2YBD7D,1516820375.000359,70,0,0,14,20,20
general,U7BMUSDTJ,1516821060.000326,70,0,0,14,20,21
general,U7BMUSDTJ,1516821131.000818,70,0,0,14,20,21
general,U7C2YBD7D,1516821201.000405,70,0,0,14,20,21
general,U7BMUSDTJ,1516821398.000036,70,0,0,14,20,21
general,U7DET4PSP,1516821404.000861,70,0,0,14,20,21
general,U7DET4PSP,1516821511.000426,70,0,0,14,20,21
general,U7DET4PSP,1516821530.000138,70,0,0,14,20,21
general,U7DET4PSP,1516821542.000129,70,0,0,14,20,21
general,U7BMUSDTJ,1516821595.000749,70,0,0,14,20,21
general,U7C2YBD7D,1516821692.000118,70,0,0,14,20,21
general,U7BMUSDTJ,1516821719.000683,70,0,0,14,20,21
general,U7DET4PSP,1516821763.000706,70,0,0,14,20,21
general,U7DET4PSP,1516821819.000041,70,0,0,14,20,21
general,U7DET4PSP,1516821841.000467,70,0,0,14,20,21
general,U7C2YBD7D,1516821986.000391,70,0,0,14,20,21
general,U7DET4PSP,1516821994.000032,70,0,0,14,20,21
general,U7BMUSDTJ,1516822020.000248,70,0,0,14,20,22
general,U7DET4PSP,1516822088.000176,70,0,0,14,20,22
general,U7DET4PSP,1516822132.000731,70,0,0,14,20,22
general,U7BMUSDTJ,1516822139.000105,70,0,0,14,20,22
general,U7DET4PSP,1516822166.000483,70,0,0,14,20,22
general,U7DET4PSP,1516822171.000096,70,0,0,14,20,22
general,U7DET4PSP,1516822445.000061,70,0,0,14,20,22
general,U7DET4PSP,1516822502.000919,70,0,0,14,20,22
general,U7G52NFN2,1516869497.000135,70,0,0,14,21,9
general,U7DET4PSP,1516882525.000021,70,0,0,14,21,22
general,U7C2YBD7D,1516892388.000258,70,0,0,14,21,32
general,U7DET4PSP,1516911111.000700,70,0,0,14,21,51
general,U7DET4PSP,1516911335.000506,70,0,0,14,21,51
general,U7DET4PSP,1516911412.000694,70,0,0,14,21,51
general,U7BMUSDTJ,1516911450.000245,70,0,0,14,21,51
general,U7BMUSDTJ,1516911531.000201,70,0,0,14,21,51
general,U7C2YBD7D,1516911920.000553,70,0,0,14,21,51
general,U7DET4PSP,1516913321.000343,70,0,0,14,21,53
general,U7C2YBD7D,1516952544.000090,70,0,0,14,22,32
general,U7C2YBD7D,1517257010.000009,70,0,0,14,27,37
general,U7DET4PSP,1517257303.000544,70,0,0,14,27,37
general,U7DET4PSP,1517257365.000500,70,0,0,14,27,37
general,U7DET4PSP,1517257488.000851,70,0,0,14,27,37
general,U7C2YBD7D,1517257834.000529,70,0,0,14,27,37
general,U7DET4PSP,1517257960.000509,70,0,0,14,27,37
general,U7BMUSDTJ,1517260445.000777,70,0,0,14,27,40
general,U7DET4PSP,1517260533.000008,70,0,0,14,27,40
general,U7DET4PSP,1517260574.000272,70,0,0,14,27,40
general,U7BMUSDTJ,1517260664.000403,70,0,0,14,27,40
general,U7DET4PSP,1517260681.000522,70,0,0,14,27,40
general,U90TZFQBV,1517333675.000955,70,0,0,14,28,53
general,U7DET4PSP,1517364176.000301,70,0,0,14,29,24
general,U7C2YBD7D,1517378619.000023,70,0,0,14,29,38
general,U7BMUSDTJ,1517379121.000243,70,0,0,14,29,39
general,U7PUGSSMR,1517383801.000181,70,0,0,14,29,43
general,U2WQ03HBJ,1517385102.000228,70,0,0,14,29,45
general,U7G52NFN2,1517385804.000203,70,0,0,14,29,45
general,U7G52NFN2,1517395964.000061,70,0,0,14,29,55
general,U7C2YBD7D,1517396246.000371,70,0,0,14,29,56
general,U7C2YBD7D,1517396251.000479,70,0,0,14,29,56
general,U7PUGSSMR,1517402894.000221,70,0,0,14,30,2
general,U7PUGSSMR,1517402908.000062,70,0,0,14,30,2
general,U7PUGSSMR,1517402921.000387,70,0,0,14,30,2
general,U7G52NFN2,1517403337.000134,70,0,0,14,30,3
general,U7DET4PSP,1517404415.000289,70,0,0,14,30,4
general,U2WQ03HBJ,1517412564.000104,70,0,0,14,30,12
general,U7C2YBD7D,1517413280.000053,70,0,0,14,30,13
general,U7G52NFN2,1517418001.000640,70,0,0,14,30,18
general,U7C2YBD7D,1517495864.000281,70,0,0,14,31,35
general,U7C2YBD7D,1517573398.000001,70,0,0,14,32,53
general,U7C2YBD7D,1517573400.000286,70,0,0,14,32,53
general,U7C2YBD7D,1517573438.000372,70,0,0,14,32,53
general,U7C2YBD7D,1517573445.000113,70,0,0,14,32,53
general,U7DET4PSP,1517573737.000408,70,0,0,14,32,53
general,U7G52NFN2,1517575294.000237,70,0,0,14,32,55
general,U7G52NFN2,1517750616.000079,70,0,0,14,35,50
general,U9439D7V2,1517853322.000338,70,0,0,14,37,33
general,U7C2YBD7D,1517859445.000215,70,0,0,14,37,39
general,U7C2YBD7D,1517859486.000145,70,0,0,14,37,39
general,U7C2YBD7D,1517859653.000516,70,0,0,14,37,39
general,U7DET4PSP,1517859661.000587,70,0,0,14,37,39
general,U7DET4PSP,1517859663.000713,70,0,0,14,37,39
general,U7DET4PSP,1517859677.000281,70,0,0,14,37,39
general,U7DET4PSP,1517859677.000577,70,0,0,14,37,39
general,U7BMUSDTJ,1517897290.000064,70,0,0,14,38,17
general,U7C2YBD7D,1518019637.000239,70,0,0,14,40,19
general,U7C2YBD7D,1518019640.000879,70,0,0,14,40,19
general,U7C2YBD7D,1518019667.000424,70,0,0,14,40,19
general,U7C2YBD7D,1518192699.000330,70,0,0,14,43,12
general,U7DET4PSP,1518602750.000471,70,0,0,14,50,2
general,U7DET4PSP,1518602923.000361,70,0,0,14,50,2
general,U7PUGSSMR,1518603023.000216,70,0,0,14,50,3
general,U7DET4PSP,1518603043.000105,70,0,0,14,50,3
general,U7PUGSSMR,1518603061.000331,70,0,0,14,50,3
general,U7DET4PSP,1518603129.000484,70,0,0,14,50,3
general,U7PUGSSMR,1518603402.000256,70,0,0,14,50,3
general,U7PUGSSMR,1518603486.000455,70,0,0,14,50,3
installation,U7G52NFN2,1517851722.000082,70,0,0,14,37,31
installation,U7BMUSDTJ,1517851743.000138,70,0,0,14,37,31
installation,U9439D7V2,1517857809.000670,70,0,0,14,37,37
installation,U9439D7V2,1517863526.000123,70,0,0,14,37,43
installation,U7G52NFN2,1517906961.000461,70,0,0,14,38,26
installation,U7BMUSDTJ,1517907738.000261,70,0,0,14,38,27
installation,U9439D7V2,1518002482.000041,70,0,0,14,40,2
installation,U9439D7V2,1518002486.000080,70,0,0,14,40,2
installation,U9439D7V2,1518002502.000362,70,0,0,14,40,2
installation,U9439D7V2,1518002511.000163,70,0,0,14,40,2
installation,U9439D7V2,1518002530.000235,70,0,0,14,40,2
installation,U7BMUSDTJ,1518008915.000387,70,0,0,14,40,8
installation,U9439D7V2,1518009490.000201,70,0,0,14,40,9
installation,U7BMUSDTJ,1518009607.000094,70,0,0,14,40,9
installation,U7G52NFN2,1518011309.000349,70,0,0,14,40,11
installation,U9439D7V2,1518011323.000221,70,0,0,14,40,11
installation,U9439D7V2,1518011359.000614,70,0,0,14,40,11
installation,U7G52NFN2,1518011380.000131,70,0,0,14,40,11
installation,U7G52NFN2,1518011403.000438,70,0,0,14,40,11
installation,U9439D7V2,1518011411.000566,70,0,0,14,40,11
installation,U7G52NFN2,1518011568.000145,70,0,0,14,40,11
